,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,category,WiFi,RestaurantsTakeOut,Alcohol,BikeParking,RestaurantsReservations,OutdoorSeating,RestaurantsDelivery,RestaurantsPriceRange2,RestaurantsAttire,NoiseLevel,HasTV,RestaurantsGoodForGroups,GoodForKids
4638,MdhVvYRe6lMSzFS41IUlUA,Starbucks,120 Adelaide Street W,Toronto,ON,M5H 1T1,43.6499286,-79.3832479,4.0,14,"Food, Coffee & Tea",u'free',True,,True,,True,,2,,,,,
4639,vmLlWppJJ1isNOtNcxAqjA,Zoulpy's Deli Restaurant,244 King St E,Toronto,ON,M5A 1K1,43.6515708,-79.3673337,4.0,4,"Delis, Restaurants, Sandwiches",,True,u'full_bar',,False,True,False,1,u'casual',,,True,True
4640,xYXXe5tikoTEH-g1O0uUdQ,Starbucks,2293 Yonge Street,Toronto,ON,M4P 2C6,43.70759279999999,-79.3982562,3.5,4,"Coffee & Tea, Restaurants, Cafes, Food",u'free',True,,True,False,True,False,3,,u'quiet',,False,False
4641,RexM1dB6by1YWV4kQnjXYg,McEwan,"TD Centre Concourse, 66 Wellington Street W",Toronto,ON,M5K 1A1,43.647275941800004,-79.3811927406,3.0,27,"Restaurants, Grocery, Fast Food, Food, Specialty Food",'no',True,'none',True,False,False,False,2,u'casual',u'average',False,False,True
4642,bAPjkuNJ67j2F4C5HQQHhQ,Kori Sushi,3307 Bayview Avenue,Toronto,ON,M2M 3R7,43.79178766850001,-79.3924355362,4.0,44,"Korean, Japanese, Restaurants",u'no',True,'beer_and_wine',True,True,False,True,2,'casual','quiet',True,True,True
4643,H6DSoGPuc-iXAwZ_DZJ0Bg,Ze Ze Food & Drink,1704 Queen Street W,Toronto,ON,M6R 1B3,43.6390692,-79.44501890000001,4.5,10,"Canadian (New), Restaurants",,True,u'full_bar',True,False,False,False,2,u'casual',u'average',False,True,True
4644,jhfyL3O-h2tcL8ZuyCU6WA,El Patio,145 Pearl Street,Toronto,ON,M5H 0A6,43.647855,-79.387149,2.5,16,"Mexican, Restaurants",u'free',True,'full_bar',True,False,True,False,2,'casual',u'loud',False,True,False
4645,5EvUIR4IzCWUOm0PsUZXjA,Motherhome Myanmar Cuisine,1194 Bloor Street W,Toronto,ON,M6H 1N2,43.6594191,-79.43800390000001,3.0,4,"Burmese, Restaurants",,,,,,,,1,,,,,
4646,6FBfKOQ2UDoorQMKKPMENw,The Atlantic,1597A Dundas Street W,Toronto,ON,M6K 1T9,43.649787200000006,-79.4349547,4.0,47,"Gastropubs, Tapas/Small Plates, Restaurants",u'no',False,u'full_bar',True,True,False,False,2,u'casual',u'average',False,True,False
4647,GuMwlyen4iXke5IWi7HPiA,Cactus Sandwiches & BBQ chicken,1 Eglinton Square,Toronto,ON,M1L,43.72345648140001,-79.29899655279999,5.0,4,"Barbeque, Mediterranean, Sandwiches, Restaurants, Halal",,True,,,False,,False,,,,,,
4648,i4FFYOxftieBhKdcXc_0iA,Annie's Cuisine,393 Jane Street,Toronto,ON,M6S 3Z3,43.6581999649,-79.4877670705,4.5,23,"Chicken Shop, Restaurants, Caribbean",u'free',True,'none',True,True,False,False,1,u'casual',u'quiet',False,False,True
4649,go-Hd5oJqHIayG9V2T6I3w,Sado Sushi,1116 Av Eglinton O,Toronto,ON,M6C 2E2,43.7192755,-79.3431482,4.0,8,"Sushi Bars, Restaurants",u'no',True,u'full_bar',,True,False,True,2,u'casual',u'quiet',False,True,True
4650,hPXR-Bi8U-uz6TUViqmGpg,Fat Ninja Bite,"3517 Kennedy Road, Unit 1",Toronto,ON,M1V 4Y3,43.8229701,-79.3063733,4.5,389,"Food, Burgers, Desserts, Restaurants, Korean, Japanese",u'free',True,u'none',True,False,False,False,2,'casual','average',False,False,True
4651,_SO-A-cRaCCjHxFNj8OJ7g,Bazille,25 The West Mall,Toronto,ON,M9C 1B8,43.6116933,-79.557183,4.0,4,"Restaurants, Cocktail Bars, Bars, Brasseries, Canadian (New), American (Traditional), French, Nightlife",,False,,,True,,False,,,,True,True,True
4652,1zrCYNcoBRO0ePhfuNyoCQ,Freshslice Pizza,619 College Street,Toronto,ON,M6G,43.6549094,-79.4148142,3.0,10,"Pizza, Food, Restaurants",u'no',True,u'none',True,False,False,True,1,u'casual',u'quiet',True,False,True
4653,wVsyfuWkYs0np4or31_j1w,Il Fornello,1560 Yonge Street,Toronto,ON,M4T 2S9,43.6904666632,-79.3951034546,2.5,5,"Restaurants, Italian",,,,,True,False,False,3,u'formal',,,True,
4654,3biAdoMqbR3E2tHikgd2kQ,AMA,930 Queen Street W,Toronto,ON,M6J 1G6,43.645041688199996,-79.4161209092,4.0,33,"Italian, Argentine, Nightlife, Restaurants, Bars",,True,,,True,,,2,,,,False,False
4655,v9A6FJDPr7C2JK9VoRtrhQ,Sunshine Foods,12 Windermere Ave,Toronto,ON,M6S 3J2,43.6374418,-79.4705573,4.0,4,"Food, Grocery",,False,,True,,,,3,,,,,
4656,Qdec5ll6GGpF8Ip5Tr6V_w,Jamaica Stamp,1053 Midland Avenue,Toronto,ON,M1K 4G8,43.7420037181,-79.26086638609999,3.5,3,"Caribbean, Restaurants",,,,,,,,,,,,,
4657,CVEFqoWc2azMDsyEesMSZQ,850 Degrees Pizzeria,1566 Bloor Street W,Toronto,ON,M6P 1A4,43.656382,-79.453778,4.5,12,"Pizza, Restaurants, Italian",u'free',True,u'full_bar',False,True,False,False,2,'casual','average',False,True,True
4658,Z0ADxJ426PRqqtfofLpDkg,Wrestlers,198 Augusta Avenue,Toronto,ON,M5T 2L6,43.654379399999996,-79.40222800000001,3.0,7,"Desserts, Food, Coffee & Tea",,True,,True,,True,,2,,,,,
4659,MKOHiw8s8OI0S8M2PI04cw,The Tenant,1267 Queen Street W,Toronto,ON,M6K 1L4,43.6414943,-79.43126840000001,3.5,11,"Food, Coffee & Tea",u'free',True,,True,,False,,1,,,,,
4660,k0M6oh4KGwW1Tp_YA_Ywwg,Fat Bastard Burrito,187 College Street,Toronto,ON,M5T 1P7,43.6588517251,-79.3944375973,2.5,17,"Restaurants, Mexican",u'no',True,'none',True,False,False,True,1,'casual',u'average',True,True,True
4661,ld0max-y0Uba4gUDC9c4Yg,Bombay Chowpatty,1386 Gerrard St E,Toronto,ON,M4L,43.67198225520001,-79.3243740554,3.5,43,"Vegetarian, Indian, Restaurants",u'free',True,u'none',True,False,True,False,1,u'casual',u'average',True,True,True
4662,fpkApRhwE36MU1rED6cOhA,Mountain Bean Coffee Co,"660 Eglinton Avenue, Unit 120",Toronto,ON,M4G,43.711744700000004,-79.3755303,2.5,6,"Food, Coffee & Tea",,,,,,,,,,,,,
4663,bDiWN4ervEwrwSAmpfHBMg,North Of Brooklyn,229 Geary Avenue,Toronto,ON,M6H 2C1,43.669435799999995,-79.43812709999999,4.0,4,"Restaurants, Pizza",,,,,,,,,,,,,
4664,B354S4lFcl2Rqbz_EgQweA,Metro,735 College Street,Toronto,ON,M6G 1C5,43.6542138,-79.4193016,2.5,27,"Food, Grocery",,True,,True,,,,2,,,,,
4665,6yZsohxDA97XATTwTlbKIw,Polly Anna,1054 Gerrard Street E,Toronto,ON,M4M 1K8,43.6692354,-79.33609,4.5,11,"Bistros, Restaurants, Mediterranean",,,,,True,,,,,,,True,False
4666,ZuA9e5nSrCj2R97x2K2yOQ,Cold Tea,60 Kensington Avenue,Toronto,ON,M5T 2K2,43.6542832,-79.40079370000001,3.5,141,"Bars, Food, Beer, Wine & Spirits, Nightlife",'no',,u'full_bar',True,False,True,,2,,u'loud',False,True,
4667,GF6kwCxTBJ393xdIYVGskw,Starbucks,175 Bloor St E,Toronto,ON,M4W 3T5,43.6709598,-79.3829059,3.0,8,"Food, Coffee & Tea",u'free',,,True,,True,,2,,,,,
4668,L_gUuC0u7lVSl6OtUSMl-w,Natural Sushi Japanese Restaurant,714 Yonge Street,Toronto,ON,M4Y 2B3,43.668287,-79.3861968,3.0,65,"Japanese, Sushi Bars, Restaurants",u'free',True,u'full_bar',True,True,False,True,2,u'casual',u'average',False,True,True
4669,jn7h4Uv-RKHflDHsAfqoDA,Bagels On Fire,2248 Queen Street E,Toronto,ON,M4E 1G2,43.672833399999995,-79.2867277,4.0,64,"Bagels, Coffee & Tea, Breakfast & Brunch, Food, Restaurants",'free',True,'none',True,False,True,False,1,'casual',u'average',False,False,True
4670,_fwWavAVMwH5u9K0K-PoQg,Mac-A-Tak,3471 Yonge Street,Toronto,ON,M4N 2N3,43.7341939583,-79.4043738395,4.5,16,"Breakfast & Brunch, Comfort Food, Restaurants, Specialty Food, Food, Cheese Shops, Salad",,True,u'full_bar',,True,,True,2,u'casual',u'average',True,True,True
4671,bRltkvksGMMisHTgtlv-yg,Voglie,582 Church Street,Toronto,ON,M4Y 2E5,43.666818799999994,-79.3817332,1.0,3,"Nightlife, Restaurants, Bars",,,,,,,,,,,,,
4672,V0XliXHVng0w1YLq-hUJNg,Pizza Pizza,1090 Don Mills Road,Toronto,ON,M3C 3R6,43.73464014859999,-79.34620567479999,2.5,3,"Restaurants, Pizza",u'free',True,'none',True,False,,True,,u'casual',,False,False,True
4673,JD0Wod1xotR3LckHm-Ql8A,Canephora Cafe & Bakery,"222 Finch Avenue W, Suite 101",Toronto,ON,M2R 1M6,43.7758646,-79.43419250000001,4.0,42,"Coffee & Tea, Cafes, Bakeries, Food, Restaurants, Breakfast & Brunch",'free',True,u'none',True,True,True,True,1,'casual',u'quiet',True,True,True
4674,PFPUMF38-lraKzLcTiz5gQ,Mitzi's On College,890 College St,Toronto,ON,M6H 1A3,43.65388370000001,-79.42511429999999,3.5,34,"American (Traditional), Breakfast & Brunch, Restaurants",u'free',True,u'full_bar',,,True,False,2,u'casual',u'average',False,False,True
4675,dEXIKSfbvZq5YapT9SC7dw,Big Bite Burgerz,420 Dawes Road,Toronto,ON,M4B 2E8,43.70161470000001,-79.29717690000001,3.0,3,"Fast Food, Greek, Burgers, Restaurants",u'free',True,u'none',True,True,False,False,1,'casual','quiet',True,True,True
4676,nSVmtXY0euDxcWXo6Pu8XQ,Hell's Kitchen Bistro and Lounge,516 Danforth Road,Toronto,ON,M1K 1C6,43.7092462,-79.2665268,4.5,3,"Bars, Nightlife, Canadian (New), Restaurants, Lounges",,,,,,,,,,,,,
4677,kGOr_D-LNpgZ2M9N8TT4QQ,La Societe - Toronto,"131 Bloor Street W, Ste 211",Toronto,ON,M5S 1M4,43.6688945458,-79.3925454417,3.0,320,"French, Breakfast & Brunch, Restaurants, Cafes, Bistros",u'no',False,u'full_bar',True,True,True,False,3,u'dressy',u'average',False,True,False
4678,3YKV1eralyrKQqoWOTJMDA,Giulietta,972 College Street W,Toronto,ON,M6H 1A5,43.6535007,-79.42760899999999,4.5,33,"Restaurants, Italian",u'free',False,u'full_bar',,True,False,False,3,,,False,True,False
4679,cPeDObAgbvJnEz-68mV53Q,Starbucks,444 Eglinton Ave W,Toronto,ON,M5N 1A5,43.704171200000005,-79.411887,3.0,7,"Coffee & Tea, Food",u'free',True,,True,,True,,2,,,,,
4680,HfoKnfxqmKb-X-96S8T10A,No Bull Burgers,179 Parliament Street,Toronto,ON,M5A 1T1,43.655886968800004,-79.3643651988,4.0,49,"Food, Organic Stores, Restaurants, Ice Cream & Frozen Yogurt, Burgers",'free',True,'none',True,False,False,True,2,u'casual','average',True,False,True
4681,fJruVPprYx5nbRe6UbwIvA,Mashu Mashu,3305 Yonge Street,Toronto,ON,M4N 2L8,43.7302042,-79.40329229999999,4.0,4,"Food, Restaurants, Salad, Breakfast & Brunch, Food Delivery Services, Mediterranean",,True,,True,True,,True,3,'casual',,False,True,True
4682,n_Z1kIqHyvzKQt9dVMFrtg,LCBO,222 Front Street E,Toronto,ON,M5A 1E7,43.6509246826,-79.3654327393,4.0,6,"Food, Beer, Wine & Spirits",,,,True,,,,2,,,,,
4683,YHubCF0Ua0uC6HC2tm-arQ,The Federal,1438 Dundas Street W,Toronto,ON,M6J 3L5,43.6498006,-79.4301039,4.0,145,"Bars, Sandwiches, Breakfast & Brunch, American (Traditional), Nightlife, Restaurants",'no',True,u'full_bar',True,False,False,False,2,u'casual',u'average',False,True,False
4684,jNw0Lnb_HVfhFVWe5q-qmw,Terrazza,372 Harbord Street,Toronto,ON,M6G,43.6590509,-79.4223089,4.0,44,"Italian, Restaurants",u'free',True,'full_bar',True,True,True,False,2,u'casual',u'average',True,True,True
4685,vhkBFO4vEMwmTpX_1ooGVg,Future Bakery & Cafe,"95 Front St E, St. Lawrence Market",Toronto,ON,M5E 1C2,43.6486729086,-79.371539235,2.5,29,"Bakeries, Food",,True,,True,,,False,1,,,,,
4686,KXXdrkLLl03evqeJZ9lV2Q,Durbar Indian Cuisine,2469 Bloor Street W,Toronto,ON,M6S 1P7,43.6489129,-79.484799,3.5,6,"Restaurants, Indian",u'free',True,,,True,,True,,,,,,
4687,JvGfvKojWTiDXD9ea3fPfg,Progress Bakery,996 Dovercourt Rd,Toronto,ON,M6H 2X5,43.6670034,-79.4317466,4.0,10,"Bakeries, Food",,True,,True,,,False,1,,,,,
4688,HX0QhTVWztcawNof0KUhgQ,Holy Oak,1241 Bloor Street W,Toronto,ON,M6H 1N6,43.6585874,-79.44113890000001,4.0,52,"Restaurants, Breakfast & Brunch, Food, Coffee & Tea, Cafes",u'free',True,'full_bar',True,False,False,False,2,'casual',u'average',False,False,False
4689,ZBSha-zoPLias7wCQ0ZyVw,Gamberoni Restaurant,3238 Yonge Street,Toronto,ON,M4N 2L4,43.7295029,-79.4035613,3.0,23,"Seafood, Caterers, Restaurants, Italian, Event Planning & Services",,False,u'full_bar',True,True,True,True,2,u'casual',u'very_loud',False,True,True
4690,tEfmHuo_dNanyTaC5PyoOQ,Momofuku Daishō,"190 University Avenue Toronto, 3rd Floor",Toronto,ON,M5H 0A3,43.6493689,-79.3859219,3.5,237,"Canadian (New), American (Traditional), Japanese, Korean, Restaurants, Asian Fusion, Steakhouses, American (New), Seafood",u'no',False,u'full_bar',True,True,True,False,3,u'casual',u'average',False,True,False
4691,laM_PIoHQ9LzCxXnl6C87w,Whitesides Terrace Grille,2035 Kennedy Rd,Toronto,ON,M1S 0G5,43.7769584656,-79.283744812,3.0,6,"American (Traditional), Breakfast & Brunch, American (New), Restaurants",'free',False,u'full_bar',,True,,False,3,'casual',u'average',False,True,True
4692,6hkHrWb82XfJdZ-SJmCKCg,Wok & Roast Chinese BBQ,349 Broadview Ave,Toronto,ON,M4M 2H1,43.6650672,-79.35214309999999,4.0,59,"Chinese, Restaurants, Seafood",u'no',True,u'beer_and_wine',True,True,False,False,1,u'casual',u'average',True,True,True
4693,NRfGloqFzVlRVTuJTpVVFw,Gogi Bap,946 Yonge Street,Toronto,ON,M4W 2J2,43.674662899999994,-79.3887744,5.0,5,"Korean, Restaurants",u'no',True,u'none',True,False,False,False,,,,True,False,
4694,E0djzqBHz923hwj-MJFO6Q,The Fresh Tea Shop,"2300 Yonge Street, Unit PL4",Toronto,ON,M4P 1E4,43.7072763,-79.39960090000001,3.5,18,"Bubble Tea, Food, Tea Rooms, Coffee & Tea Supplies, Coffee & Tea",'free',True,,True,,False,,2,,,,,
4695,wuZcVcG2EJHQIEKEbLFRwQ,The Abbey Pub & Steak House,989 College Street,Toronto,ON,M6H 1A6,43.6530612,-79.4279396,2.0,13,"Restaurants, Nightlife, Pubs, Bars, Steakhouses",u'free',True,u'full_bar',True,False,True,False,2,u'casual',u'average',True,True,False
4696,_Gl7RqOkCUQr8kjN8yGf6w,Burrito Gordito,120 Peter Street,Toronto,ON,M5V 2G7,43.6480711541,-79.3934180215,4.0,38,"Restaurants, Food, Mexican",'no',True,'none',True,False,False,False,1,u'casual',u'quiet',False,False,True
4697,bNO_c8Gka2Rkwaub3qVAMQ,Micro Time Cafe,25 Wellesley Street E,Toronto,ON,M4Y 3B2,43.665211,-79.38331600000001,3.0,20,"Chicken Wings, Bars, Italian, Pubs, Nightlife, American (Traditional), Asian Fusion, Breakfast & Brunch, Tapas Bars, Restaurants, Cafes, Sports Bars",u'free',True,u'full_bar',True,True,True,True,2,'casual',u'quiet',True,True,True
4698,cGW6Q5_r4Y6jtARRCXnx6w,Happy Bakery & Pastries,1245 Dupont St,Toronto,ON,M6H 2A6,43.667654399999996,-79.4420863,4.0,5,"Food, Bakeries",,True,,True,,,False,2,,,,,
4699,N4AIlY5runouWKCMurrnvQ,Bean and Baker Malt Shop,326 Harbord Street,Toronto,ON,M6G 1H1,43.6600063,-79.4173726,4.5,45,"American (Traditional), Cafes, Food, Desserts, Ice Cream & Frozen Yogurt, Restaurants, Coffee & Tea, Patisserie/Cake Shop",u'free',True,u'none',True,True,True,False,1,'casual',u'quiet',False,False,True
4700,gvM3YlaP8HWenylTkGFYUw,Toronto BBQ and Beer,Centre Island,Toronto,ON,M5J 2E9,43.616023,-79.37682559999999,3.0,15,"Restaurants, Barbeque, Venues & Event Spaces, Canadian (New), Event Planning & Services",u'no',True,u'full_bar',True,True,True,False,2,'casual',u'average',True,True,True
4701,Bppm5wvhLkppQ7cRu83dwg,FAT Lamb Kouzina,874 Yonge Street,Toronto,ON,M4W 2J1,43.6725513514,-79.38786773609999,4.0,72,"Mediterranean, Cooking Classes, Restaurants, Event Planning & Services, Shopping, Arts & Crafts, Greek, Fast Food, Caterers",'no',True,u'none',True,False,False,False,2,u'casual',u'average',False,False,True
4702,iomyYWs9m6-SucLAcY3WTg,Michelle's Brasserie,162 Cumberland Street,Toronto,ON,M5R 3N5,43.6698409,-79.3936115,3.5,3,"Restaurants, French",,False,u'full_bar',,True,True,False,3,u'dressy',,,True,False
4703,VZOQ2-cUP8bfCn7Q7ix9HQ,McGugan's,1058 Gerrard Street E,Toronto,ON,M4M 1Z8,43.66925620000001,-79.3359022,3.5,30,"Scottish, Pubs, Nightlife, Sandwiches, Restaurants, British, Breakfast & Brunch, Comfort Food, Bars",u'free',True,u'full_bar',True,True,True,False,2,u'casual',u'average',True,True,True
4704,sO3OYD81_lG3PsxkYI62sw,Wing Shop 366 and K O Burgers,366 Bloor St W,Toronto,ON,M5S 1X7,43.66635720000001,-79.40590959999999,2.0,14,"Burgers, Food, Restaurants",,True,,,,False,True,1,u'casual',,,False,False
4705,hjjJFekF7f3j9Ayy1KPjzg,Reba's Cafe,3289 Dundas Street W,Toronto,ON,M6P 2A5,43.6654838,-79.4798954,4.0,6,"Coffee & Tea, Electronics, Musical Instruments & Teachers, Shopping, Restaurants, Food, Cafes",u'free',,,,,True,,1,,,,,
4706,AsPW2a72MNVuV8LTDDNyDQ,Maezo - Modern Indian Cuisine,101- 67 Richmond Street W,Toronto,ON,M5H 1W2,43.650911,-79.3819568,3.5,46,"Asian Fusion, Pakistani, Halal, Bars, Canadian (New), Indian, International, Nightlife, Cocktail Bars, Restaurants",u'free',True,u'full_bar',True,True,False,True,2,'casual',u'average',True,True,True
4707,DbSDCwhWUy596veoxX4jmw,Island Hot & Spicy,106 Queen Street E,Toronto,ON,M5C 1S6,43.6537864,-79.37375920000001,2.5,3,"Caribbean, Restaurants",,True,,True,False,False,False,2,u'casual',u'quiet',True,True,True
4708,am_CSSt5d7C3pIEjJpXvQw,Banh Mi Que Huong,2437 Finch Avenue W,Toronto,ON,M9M 2E7,43.7498162,-79.5493678,3.5,10,"Vietnamese, Restaurants, Sandwiches",'no',True,u'none',,False,False,False,1,'casual',u'quiet',False,False,True
4709,7AGl5tfuGMgyBq0s94CccA,The Cannonball,641 Queen Street  E,Toronto,ON,M4M 1G4,43.65813789999999,-79.3523612,3.5,44,"Nightlife, Restaurants, Sandwiches, Beer Bar, Bars, Food, Coffee & Tea",u'free',True,u'full_bar',True,False,True,False,1,u'casual',u'quiet',True,False,False
4710,TyCoINxmCnaWVHzWUT3xKQ,Boom Breakfast & Company,808 College Street,Toronto,ON,M6G 1C8,43.6546979,-79.4218058,3.0,72,"Restaurants, Breakfast & Brunch",u'free',True,u'beer_and_wine',False,False,False,False,2,u'casual',u'average',True,False,True
4711,8w02J5_vrUUFn8gZhtOxHQ,Marwan Shawarma,607 Queen Street W,Toronto,ON,M5V,43.647461299999996,-79.40227540000001,2.5,5,"Restaurants, Middle Eastern, Persian/Iranian",u'no',,,,,,,,,,,,
4712,nIIuxIn5RU0j-XkDWh3hlA,7 Baker,3 Wellesley Street W,Toronto,ON,M4Y 1E8,43.6647958,-79.38480990000001,3.0,18,"Food, Desserts, Patisserie/Cake Shop, Coffee & Tea, Bakeries",,,,,,,,,,,,,
4713,j08aXohDH3rlNZH_uoZPrg,World Famous Pizza,"1145 Morningside Avenue, Suite 40",Toronto,ON,M1B 0A7,43.8014026,-79.19853309999999,4.0,3,"Pizza, Restaurants",u'no',True,u'none',False,,False,True,2,u'casual',u'quiet',True,,True
4714,I_DEYAFFpAZA0cd4ogza3A,Bang Sue Bar,11 Charlotte Street,Toronto,ON,M5V 2H5,43.646410700000004,-79.39348009999999,4.0,13,"Restaurants, Beer Bar, Bars, Cocktail Bars, Nightlife, Thai",,,'beer_and_wine',,False,,,2,,,,True,
4715,2WjghzMpdgTTQfEM2kFb8A,La Palette,256 Augusta Ave,Toronto,ON,M5T 2L9,43.65621470000001,-79.4026981,4.5,20,"French, Restaurants",,True,u'full_bar',,True,True,False,3,u'casual',,,False,False
4716,A2uLY4zfn2Kn7d8hNVjgGw,Second Nature Natural Foods,2179 Bloor Street W,Toronto,ON,M6S 1N2,43.651275299999995,-79.47457940000001,5.0,4,"Health Markets, Specialty Food, Food",,False,,True,,,,2,,,,,
4717,SYExIal3fh3mS3kpoP9Ixg,Ed's Real Scoop,2224 Queen St E,Toronto,ON,M4E 1E9,43.6727105,-79.2880345,4.5,100,"Food, Ice Cream & Frozen Yogurt",u'no',True,'none',True,,,,2,,,,,
4718,e7ltuJCuO5royTiqI_BRzw,L'Opera Patisserie and Cafe,5291 Yonge Street,Toronto,ON,M2N 5R3,43.772806,-79.4134887,3.0,30,"Coffee & Tea, Bakeries, Food, Desserts",'free',,,True,,False,False,2,,,,,
4719,9cM7MCXiHuosXpD-z-ozZQ,Steve's Family Restaurant,3788 Bathurst St,Toronto,ON,M3H 3M9,43.7385253,-79.43431609999999,3.0,46,"Restaurants, American (Traditional)",'free',True,u'beer_and_wine',True,True,True,False,2,u'casual',u'average',False,True,True
4720,YLc7Djf3GsC8IT84YkZMzw,Sukhothai,274 Parliament Street,Toronto,ON,M5A 3A4,43.6584053,-79.36575359999999,4.0,390,"Thai, Restaurants",u'no',True,u'none',True,True,False,True,2,u'casual',u'average',True,False,True
4721,9UTqobvtseW8KH4wMR0rYg,Goose Island,70 The Esplanade,Toronto,ON,M5E 1R2,43.6472859,-79.3735769,3.5,22,"Nightlife, Beer Bar, Beer, Wine & Spirits, Bars, Pubs, Breweries, Food",u'free',True,u'full_bar',True,True,True,,2,,,True,,
4722,0sPOBQHlVvuhO1h-1p1ccQ,Origination,421 Dundas Street W,Toronto,ON,M5T 2W4,43.6533253829,-79.3953588346,3.5,61,"Tea Rooms, Restaurants, Chinese, Coffee & Tea, Food",'free',True,'beer_and_wine',True,True,False,True,2,u'casual',u'average',False,True,True
4723,r-Vzn1yEA1IWjkvTdvUXDQ,Elephant & Castle,378 Yonge St,Toronto,ON,M5B 1S6,43.659014831,-79.3822432863,3.0,111,"British, Restaurants, Bars, Pubs, Nightlife",'free',True,u'full_bar',True,True,False,False,2,u'casual',u'average',True,True,False
4724,jV1bWfnXOxMN1qnQXWzWsQ,Pizza Nova,457 Marlee Avenue,Toronto,ON,M6B 3H9,43.708005237399995,-79.4432153731,2.0,4,"Pizza, Restaurants",'no',True,,,False,,True,1,'casual',,,False,False
4725,lKizOgdtB18KR5D8kKm9-Q,Liberty Belle Bistro,133 Jefferson Avenue,Toronto,ON,M6K 3E4,43.6388927,-79.4218395,4.0,8,"French, Restaurants",u'no',False,u'full_bar',,True,True,False,2,u'casual',u'quiet',False,False,True
4726,0mM_smCpKeKaL0MPMKOLFg,Sukho Thai,1442 Dundas Street W,Toronto,ON,M6J 1Y6,43.6497799,-79.4302864,3.5,113,"Thai, Restaurants",u'free',True,'full_bar',True,True,False,True,2,u'casual',u'average',True,True,True
4727,tIvDO_1WNbb6UAifErQ-Ug,Balzac's Coffee Roastery,"55 Mill Street, Building 60",Toronto,ON,M5A 3C4,43.6497526003,-79.3591352606,4.0,162,"Event Planning & Services, Coffee Roasteries, Food, Venues & Event Spaces, Coffee & Tea",u'free',True,,True,,True,,2,,,,,
4728,1H5NcFszdOqJ_VCXzQdVTQ,Sweet Jesus,"25 The West Mall, Entrance 5",Toronto,ON,M9C 1B8,43.611540999999995,-79.55555799999999,2.0,4,"Ice Cream & Frozen Yogurt, Food, Desserts",,True,,,,,,,,,,,
4729,QJw_oB-HdN2fa1qxxVwr2A,Strickland Meat Market,245 Greenwood Avenue,Toronto,ON,M4L 2R4,43.670731599999996,-79.32770140000001,4.5,6,"Meat Shops, Food, Specialty Food",,,,,,,,2,,,,,
4730,s11Ym0QX2Am2uwtnyou4GA,Quinta Restaurant,1282 Dundas Street W,Toronto,ON,M6J 1X7,43.64956,-79.425389,4.0,27,"Iberian, Food, French, Breakfast & Brunch, Restaurants, American (Traditional)",u'no',False,u'full_bar',,True,False,False,2,u'casual',u'average',False,True,True
4731,jEqsHSLzQraqG1qaMNjsBA,La Sala Restaurant,1975a Queen Street E,Toronto,ON,M4L 1J1,43.6697445897,-79.3006072193,4.5,25,"Restaurants, Italian",u'free',True,u'full_bar',True,True,True,False,3,u'casual',u'quiet',False,True,False
4732,2IKkooPTSW4YdrdptyBKbg,Lit Espresso Bar,221 Roncesvalles Avenue,Toronto,ON,M6R 2L6,43.645861923999995,-79.4486389,4.0,73,"Coffee & Tea, Food",u'free',True,,True,,False,,2,,,,,
4733,mBB2MMG4fbJkdRNnQrHm0g,Teavana,1800 sheppard Avenue,Toronto,ON,M2J 5A8,43.7760796,-79.3436306,2.0,4,"Coffee & Tea, Food",'no',True,,True,,False,,2,,,,,
4734,BedDWXrINOyEjP8NTXoQ-Q,Furama Dim Sum & Bakery,4841 Yonge St,Toronto,ON,M2N 5X2,43.762371,-79.410942,3.0,9,"Restaurants, Fast Food",u'no',True,u'none',False,False,True,False,2,u'casual',u'average',False,True,True
4735,yU4zevCwPAQIMb73smTHog,Bamiyan Kabob,4205 Keele St,Toronto,ON,M3J 2N8,43.7738286,-79.4920948,4.0,78,"Afghan, Restaurants",u'no',True,u'none',True,False,False,False,2,u'casual',u'average',False,True,True
4736,lZ2Ubtb6MHiZCCz1P0yAEQ,The Second Cup,2340 Bloor Street W,Toronto,ON,M6S 1P3,43.6504203,-79.4809554,3.0,6,"Food, Burmese, Restaurants, Coffee & Tea, Sandwiches, Juice Bars & Smoothies",'free',True,u'none',True,True,True,,2,,,,,
4737,VrSxKWokl9292HOgU7A46g,Mabel's Bakery,323 Roncesvalles Avenue,Toronto,ON,M6R 2M6,43.6487608,-79.4497361,3.5,39,"Bakeries, Specialty Food, Food, Desserts, Coffee & Tea",'no',True,,True,,True,False,2,,,,,
4738,dp9haMgS5RZ6i1kQq_oS5A,Fran's Restaurant,20 College Street,Toronto,ON,M5G 1K2,43.6614505,-79.384068,3.5,318,"Restaurants, Diners, Breakfast & Brunch, American (Traditional)",u'no',True,u'full_bar',True,False,True,True,2,u'casual',u'average',True,True,True
4739,5Wq85xOGaeLK3V-tBKKASQ,LHL Seafood Restaurant,"4438 Sheppard Avenue E, unit 201",Toronto,ON,M1S 2V7,43.7880320608,-79.26831007,2.5,26,"Restaurants, Seafood",'no',True,u'full_bar',True,True,False,False,2,u'casual',u'average',False,True,True
